baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	unadj.log2
2L52.1	297.165093091415	0.341395511807797	0.34940281260109	0.977082895430394	0.328528114977674	0.967314420834831	-0.310607940395847
2RSSE.1	1266.89522902883	0.650687087048943	0.524715310429087	1.24007642642796	0.214947127297067	0.967314420834831	-0.619899515636996
2RSSE.2	105.597909205046	0.456175439461949	0.548186793583783	0.832153282058643	0.405322429956047	0.967314420834831	-0.425387868050001
3R5.1	38.009323365884	-0.176750866666801	0.218752418996876	-0.80799502687705	0.419093445017985	0.967314420834831	0.207538438078735
4R79.1	28.5863537362305	1.36078201866373	1.63085830259091	0.834396229581618	0.404057741220183	0.967314420834831	-1.32999444725179
4R79.2	7.04861189429656	1.16303909117271	1.54475686034977	0.752894595275899	0.451513256189623	0.967314420834831	-1.13225151976076
6R55.2	0.751746133501497	-0.74019902795658	1.49149348729544	-0.496280429154805	0.619696572213305	NA	0.770986599368521
AC3.1	5.32532425954619	-0.0950642465447999	0.772829754731293	-0.123008005272588	0.902100758821164	0.988043459703094	0.125851817956745
AC3.10	1.20963215606089	-0.658213414977341	1.12728523952081	-0.583892516198593	0.559292628528835	0.967314420834831	0.689000986389727
AC3.2	162.785061045636	-0.0396853765464194	0.413981983441732	-0.0958625692270134	0.923629723052572	0.991826699936065	0.0704729479583562
AC3.3	3.18569735836255	0.186954742201516	1.68553093446888	0.110917419774575	0.911681831855314	0.989747220617523	-0.156167170789569
AC3.4	0.244659090795359	-0.466864448503542	2.87706032693071	-0.162271344863178	0.871092179071306	NA	0.497652019915799
AC3.5	11.9770940034876	1.85895052844745	1.03158064230993	1.80204091876411	0.0715389679447418	0.863742097437689	-1.8281629570355
AC3.6	1.73604888561172	2.05858008437819	1.27470813103212	1.61494230268333	0.106323190182237	0.955626933647906	-2.02779251296607
AC3.7	32.5983858534227	0.532474474495431	0.485260075951254	1.09729710084149	0.2725115378342	0.967314420834831	-0.50168690308351
AC3.8	5.80006943899786	0.893110289299715	1.27866840263511	0.698469038148728	0.4848839142874	0.967314420834831	-0.862322717887758
AC7.1	3.72400207845368	-0.045883704635333	1.44489554057896	-0.0317557244428533	0.974666855588541	0.996665096154159	0.0766712760472804
AC7.2	566.534152560116	0.594589988388919	0.735961575258777	0.807909010983148	0.419142963575906	0.967314420834831	-0.563802416976971
AC7.3	0.444734039126058	2.12260225275817	2.27912410657788	0.931323681159809	0.351686155754067	NA	-2.09181468134599
AC8.10	0	NA	NA	NA	NA	NA	NA
AC8.11	0	NA	NA	NA	NA	NA	NA
AC8.12	0	NA	NA	NA	NA	NA	NA
AC8.3	0	NA	NA	NA	NA	NA	NA
AC8.4	0.304599220221888	1.78137270610695	3.58401502462968	0.497032711600032	0.619165983802051	NA	-1.750585134695
AC8.7	0	NA	NA	NA	NA	NA	NA
AH10.1	5.00054827121949	1.99113343804138	1.35440815934887	1.47011329213981	0.141531072934381	0.967314420834831	-1.96034586662943
AH10.2	29.7755835203857	1.02056529896738	0.719297606774228	1.41883594405968	0.155946850796751	0.967314420834831	-0.989777727555449
AH10.3	29.3581456916638	1.20152124766808	1.36039381276494	0.883215754433668	0.377119711091658	0.967314420834831	-1.17073367625613
AH10.4	0.115509209750622	-0.383451833230872	3.59830213677823	-0.106564657067458	0.915134358449411	NA	0.414239404642818
AH6.1	0.19937865349545	-0.369022672903906	3.5982335226483	-0.102556621347996	0.918314872381104	NA	0.399810244315852
AH6.10	0.711706245254207	2.65658228211579	3.0319714451219	0.87618974327411	0.380926891486223	NA	-2.62579471070366
AH6.11	0.213752289299151	-1.39925153927889	3.53790275737732	-0.395503108829416	0.692471627740766	NA	1.43003911069084
AH6.12	0	NA	NA	NA	NA	NA	NA
AH6.14	0.126811481584623	-0.369022672903906	3.5982335226483	-0.102556621347996	0.918314872381104	NA	0.399810244315852
AH6.2	0.602503079746607	-1.48868601043274	2.73403038932297	-0.544502364072619	0.586095822030576	NA	1.51947358184479
AH6.3	0.542974481847309	2.38205165625647	2.90492442551583	0.820004691114635	0.412213432900304	NA	-2.35126408484455
AH6.4	0.886971105397053	0.870622070995763	1.35203815720501	0.643933062359385	0.519618841120588	NA	-0.839834499584124
AH6.5	3295.67555791398	0.223474341367535	0.645850223754276	0.34601573731522	0.729330887766713	0.969860353872811	-0.192686769955583
AH6.6	0.0784670068649266	-0.697656139435022	3.59864088408646	-0.193866562934947	0.846280365859493	NA	0.72844371084697
AH6.7	0.103266169105966	0.592751893259487	3.59823353896426	0.164734136025565	0.869153247366203	NA	-0.561964321847542
AH6.8	0.0784670068649266	-0.697656139435022	3.59864088408646	-0.193866562934947	0.846280365859493	NA	0.72844371084697
AH9.1	10.4116746026627	1.13715693879454	0.466708616709024	2.43654584055712	0.0148282898621986	0.473785991239752	-1.10636936738264
